//use: NPCid - x y plane (optional: MapAreaName canBeAttackFromOutOfArea?)
//Hans spawned by andreas
0 - 3221 3223 0
529 - 3080 3511 0
//Shopkeeper spawned by andreas
522 - 3217 3416 0
//Shop assistant spawned by andreas
523 - 3216 3411 0
//Shopkeeper spawned by andreas
526 - 2959 3387 0
//Shop assistant spawned by andreas
527 - 2957 3390 0
//Al-Kharid warrior spawned by andreas
18 - 3302 3175 0
//Al-Kharid warrior spawned by andreas
18 - 3301 3168 0
//Al-Kharid warrior spawned by andreas
18 - 3296 3169 0
//Al-Kharid warrior spawned by andreas
18 - 3289 3168 0
//Al-Kharid warrior spawned by andreas
18 - 3288 3175 0
//Al-Kharid warrior spawned by andreas
18 - 3283 3176 0
//Al-Kharid warrior spawned by andreas
18 - 3284 3168 0
//Captain Tobias spawned by andreas
11703 - 3028 3215 0
//Seaman Lorris spawned by andreas
11704 - 3028 3220 0
//Seaman Thresnor spawned by andreas
11705 - 3024 3218 0
82 - 2836 9565 0
//Lesser demon spawned by andreas
4695 - 2834 9561 0
//Lesser demon spawned by andreas
//Lesser demon spawned by andreas
4697 - 2839 9552 0
//Lesser demon spawned by andreas
82 - 2838 9604 0
//Lesser demon spawned by andreas
4697 - 2842 9609 0
//Lesser demon spawned by andreas
4696 - 2839 9614 0
//Lesser demon spawned by andreas
4695 - 2838 9624 0
//Elvarg spawned by andreas
742 - 2853 9636 0
//Lesser demon spawned by andreas
4696 - 2835 9602 0
//Skeleton spawned by andreas
90 - 2860 9570 0
//Skeleton spawned by andreas
90 - 2860 9576 0
//Skeleton spawned by andreas
90 - 2856 9576 0
//Skeleton spawned by andreas
90 - 2853 9572 0
//Skeleton spawned by andreas
90 - 2856 9567 0
//Skeleton spawned by andreas
90 - 2850 9578 0
//Skeleton spawned by andreas
90 - 2862 9570 0
//Deadly red spider spawned by andreas
63 - 2848 9581 0
//Deadly red spider spawned by andreas
63 - 2846 9582 0
//Deadly red spider spawned by andreas
63 - 2837 9584 0
//Deadly red spider spawned by andreas
63 - 2833 9584 0
//Deadly red spider spawned by andreas
63 - 2834 9590 0
//Deadly red spider spawned by andreas
63 - 2836 9579 0
//Deadly red spider spawned by andreas
63 - 2835 9575 0
//Deadly red spider spawned by andreas
63 - 2839 9581 0
//Skeleton spawned by andreas
93 - 2833 9659 0
//Skeleton spawned by andreas
93 - 2831 9656 0
//Skeleton spawned by andreas
93 - 2836 9653 0
//Skeleton spawned by andreas
93 - 2835 9652 0
//Skeleton spawned by andreas
93 - 2841 9649 0
//Skeleton spawned by andreas
93 - 2841 9645 0
//Skeleton spawned by andreas
93 - 2842 9643 0
//Skeleton spawned by andreas
93 - 2840 9640 0
//Skeleton spawned by andreas
93 - 2844 9637 0
//Skeleton spawned by andreas
//Fishing spot spawned by andreas
//Zambo spawned by andreas
568 - 2925 3143 0
//Shopkeeper Kofi spawned by andreas
11674 - 2902 3146 0
//Shop assistant spawned by andreas
11678 - 2902 3151 0
//Banker spawned by andreas
494 - 3267 3166 0
//Banker spawned by andreas
495 - 3267 3168 0
//Banker spawned by andreas
494 - 3267 3170 0
//Banker spawned by andreas
495 - 3267 3164 0
//Banker spawned by andreas
44 - 3208 3222 2
//Banker spawned by andreas
44 - 3191 3437 0
//Banker spawned by andreas
44 - 3191 3441 0
//Banker spawned by andreas
45 - 3191 3443 0
//Banker spawned by andreas
45 - 3191 3439 0
//Banker spawned by andreas
44 - 3180 3436 0
//Banker spawned by andreas
44 - 3180 3440 0
//Banker spawned by andreas
44 - 3180 3444 0
//Banker spawned by andreas
45 - 3180 3442 0
//Banker spawned by andreas
45 - 3180 3438 0
//Banker spawned by andreas
44 - 3255 3418 0
//Banker spawned by andreas
45 - 3253 3418 0
//Deadly red spider spawned by andreas
63 - 3180 9886 0
//Deadly red spider spawned by andreas
63 - 3178 9883 0
//Deadly red spider spawned by andreas
63 - 3169 9884 0
//Deadly red spider spawned by andreas
63 - 3169 9891 0
//Deadly red spider spawned by andreas
63 - 3172 9894 0
//Deadly red spider spawned by andreas
63 - 3183 9894 0
//Deadly red spider spawned by andreas
63 - 3198 9888 0
//Deadly red spider spawned by andreas
63 - 3184 9883 0
//Deadly red spider spawned by andreas
63 - 3169 9883 0
//Moss giant spawned by andreas
112 - 3159 9900 0
//Moss giant spawned by andreas
112 - 3158 9904 0
//Moss giant spawned by andreas
112 - 3161 9903 0
//Hill Giant spawned by andreas
117 - 3111 9844 0
//Hill Giant spawned by andreas
117 - 3107 9839 0
//Hill Giant spawned by andreas
117 - 3111 9832 0
//Hill Giant spawned by andreas
117 - 3116 9834 0
//Hill Giant spawned by andreas
117 - 3121 9844 0
//Hill Giant spawned by andreas
117 - 3116 9843 0
//Hill Giant spawned by andreas
117 - 3119 9849 0
//Hill Giant spawned by andreas
117 - 3101 9834 0
//Hill Giant spawned by andreas
117 - 3098 9832 0
//Hill Giant spawned by andreas
117 - 3106 9828 0
//Hobgoblin spawned by andreas
2685 - 3123 9875 0
//Hobgoblin spawned by andreas
2685 - 3127 9874 0
//Hobgoblin spawned by andreas
2685 - 3124 9880 0
//Hobgoblin spawned by andreas
2685 - 3121 9877 0
//Hobgoblin spawned by andreas
2685 - 3118 9872 0
//Moss giant spawned by andreas
112 - 3168 9881 0
//Moss giant spawned by andreas
112 - 3164 9879 0
//Giant spider spawned by andreas
12352 - 3206 9881 0
//Giant spider spawned by andreas
12352 - 3203 9881 0
//Giant spider spawned by andreas
12352 - 3219 9887 0
//Giant spider spawned by andreas
12352 - 3218 9890 0
//Giant spider spawned by andreas
12352 - 3211 9893 0
//Zombie spawned by andreas
75 - 3214 9908 0
//Zombie spawned by andreas
75 - 3209 9908 0
//Zombie spawned by andreas
75 - 3204 9908 0
//Zombie spawned by andreas
75 - 3208 9905 0
//Zombie spawned by andreas
75 - 3214 9905 0
//Zombie spawned by andreas
75 - 3224 9908 0
//Zombie spawned by andreas
75 - 3226 9904 0
//Zombie spawned by andreas
75 - 3229 9905 0
//Zombie spawned by andreas
75 - 3232 9906 0
//Grizzly bear spawned by andreas
1195 - 3227 3503 0
//Grizzly bear spawned by andreas
1195 - 3232 3501 0
//Ghost spawned by andreas
103 - 3249 9916 0
//Ghost spawned by andreas
103 - 3252 9916 0
//Ghost spawned by andreas
103 - 3255 9916 0
//Ghost spawned by andreas
103 - 3258 9915 0
//Skeleton spawned by andreas
90 - 3275 9911 0
//Skeleton spawned by andreas
90 - 3279 9908 0
//Skeleton spawned by andreas
90 - 3277 9910 0
//Skeleton spawned by andreas
90 - 3271 9914 0
87 - 3278 9894 0
//Giant rat spawned by andreas
87 - 3281 9897 0
//Giant rat spawned by andreas
87 - 3281 9900 0
//Giant rat spawned by andreas
87 - 3281 9889 0
//Zombie spawned by andreas
75 - 3257 9892 0
//Zombie spawned by andreas
75 - 3262 9893 0
//Zombie spawned by andreas
75 - 3269 9892 0
//Zombie spawned by andreas
75 - 3250 9893 0
//Zombie spawned by andreas
75 - 3245 9894 0
//Zombie spawned by andreas
75 - 3242 9892 0
//Zombie spawned by andreas
75 - 3244 9890 0
//Zombie spawned by andreas
75 - 3243 9882 0
//Giant rat spawned by andreas
87 - 3235 9867 0
//Giant rat spawned by andreas
87 - 3230 9868 0
//Giant rat spawned by andreas
87 - 3226 9875 0
//Giant rat spawned by andreas
87 - 3218 9868 0
//Giant rat spawned by andreas
87 - 3221 9862 0
//Giant rat spawned by andreas
//Giant rat spawned by andreas
87 - 3247 9867 0
//Giant rat spawned by andreas
87 - 3241 9869 0
//Zombie spawned by andreas
75 - 3127 9865 0
//Zombie spawned by andreas
75 - 3122 9863 0
//Zombie spawned by andreas
75 - 3126 9862 0
//Zombie spawned by andreas
75 - 3129 9860 0
//Zombie spawned by andreas
75 - 3145 9884 0
//Zombie spawned by andreas
75 - 3140 9892 0
//Zombie spawned by andreas
75 - 3146 9903 0
//Zombie spawned by andreas
75 - 3150 9892 0
//Zombie spawned by andreas
75 - 3140 9910 0
//Zombie spawned by andreas
75 - 3145 9912 0
//Skeleton spawned by andreas
90 - 3133 9914 0
//Skeleton spawned by andreas
90 - 3130 9915 0
//Skeleton spawned by andreas
90 - 3130 9911 0
//Skeleton spawned by andreas
90 - 3132 9906 0
//Skeleton spawned by andreas
90 - 3135 9906 0
//Skeleton spawned by andreas
90 - 3098 9914 0
//Skeleton spawned by andreas
90 - 3101 9911 0
//Skeleton spawned by andreas
90 - 3099 9906 0
//Skeleton spawned by andreas
90 - 3096 9910 0
//Skeleton spawned by andreas
90 - 3099 9909 0
//Giant spider spawned by andreas
12352 - 3097 9882 0
//Giant spider spawned by andreas
//Giant spider spawned by andreas
12352 - 3097 9877 0
//Giant spider spawned by andreas
12352 - 3095 9881 0
//Giant spider spawned by andreas
12352 - 3095 9886 0
//Giant spider spawned by andreas
12352 - 3102 9880 0
//Giant rat spawned by andreas
87 - 3120 9888 0
//Giant rat spawned by andreas
87 - 3118 9891 0
//Giant rat spawned by andreas
87 - 3121 9893 0
//Giant rat spawned by andreas
//Cockroach soldier spawned by andreas
7160 - 3155 4280 3
//Cockroach soldier spawned by andreas
7158 - 3144 4251 2
//Cockroach drone spawned by andreas
7158 - 3148 4253 2
//Cockroach drone spawned by andreas
7158 - 3144 4256 2
//Cockroach drone spawned by andreas
7158 - 3142 4254 2
//Cockroach drone spawned by andreas
7158 - 3141 4259 2
//Cockroach drone spawned by andreas
7158 - 3144 4261 2
//Cockroach drone spawned by andreas
7158 - 3147 4260 2
//Cockroach drone spawned by andreas
7158 - 3149 4261 2
//Cockroach drone spawned by andreas
7158 - 3148 4258 2
//Cockroach drone spawned by andreas
7158 - 3147 4269 2
//Cockroach drone spawned by andreas
7158 - 3142 4270 2
//Cockroach drone spawned by andreas
7158 - 3142 4268 2
//Cockroach drone spawned by andreas
7158 - 3142 4265 2
//Cockroach drone spawned by andreas
7158 - 3145 4264 2
//Cockroach drone spawned by andreas
7158 - 3154 4270 2
//Cockroach drone spawned by andreas
7158 - 3158 4268 2
//Cockroach drone spawned by andreas
//Cockroach drone spawned by andreas
7158 - 3157 4264 2
//Cockroach drone spawned by andreas
7158 - 3161 4266 2
//Cockroach drone spawned by andreas
7158 - 3163 4264 2
//Cockroach drone spawned by andreas
7158 - 3165 4261 2
//Cockroach drone spawned by andreas
7158 - 3162 4259 2
//Cockroach drone spawned by andreas
7158 - 3164 4256 2
//Cockroach drone spawned by andreas
7158 - 3162 4255 2
//Cockroach drone spawned by andreas
7158 - 3158 4257 2
//Cockroach drone spawned by andreas
7158 - 3161 4251 2
//Cockroach drone spawned by andreas
7158 - 3164 4249 2
//Cockroach worker spawned by andreas
7159 - 3175 4252 2
//Cockroach worker spawned by andreas
7159 - 3176 4242 2
//Cockroach worker spawned by andreas
7159 - 3171 4232 2
//Cockroach worker spawned by andreas
7159 - 3175 4237 2
//Cockroach worker spawned by andreas
7159 - 3192 4233 2
//Cockroach worker spawned by andreas
7159 - 3186 4237 2
//Cockroach worker spawned by andreas
7159 - 3190 4239 2
//Cockroach worker spawned by andreas
7159 - 3191 4249 2
//Cockroach worker spawned by andreas
7159 - 3186 4255 2
//Cockroach worker spawned by andreas
7159 - 3189 4260 2
//Cockroach worker spawned by andreas
7159 - 3169 4268 3
//Cockroach worker spawned by andreas
7159 - 3159 4265 3
//Cockroach worker spawned by andreas
7159 - 3160 4255 3
//Cockroach worker spawned by andreas
7159 - 3166 4253 3
//Cockroach worker spawned by andreas
7159 - 3168 4243 3
//Cockroach worker spawned by andreas
7159 - 3161 4243 3
//Cockroach worker spawned by andreas
7159 - 3160 4231 3
//Cockroach worker spawned by andreas
7159 - 3153 4227 3
//Cockroach worker spawned by andreas
7159 - 3145 4226 3
//Cockroach worker spawned by andreas
7159 - 3146 4241 3
//Cockroach worker spawned by andreas
7159 - 3140 4242 3
//Cockroach worker spawned by andreas
7159 - 3138 4250 3
//Cockroach worker spawned by andreas
7159 - 3146 4253 3
//Cockroach worker spawned by andreas
7159 - 3145 4266 3
//Cockroach worker spawned by andreas
7159 - 3138 4267 3
//Cockroach worker spawned by andreas
7159 - 3146 4272 3
//Cockroach worker spawned by andreas
7159 - 3163 4272 3
//Cockroach soldier spawned by andreas
7160 - 3174 4264 0
//Cockroach soldier spawned by andreas
7160 - 3173 4255 0
//Cockroach soldier spawned by andreas
7160 - 3166 4250 0
//Cockroach soldier spawned by andreas
7160 - 3160 4239 0
//Cockroach soldier spawned by andreas
7160 - 3152 4251 0
//Cockroach soldier spawned by andreas
7160 - 3161 4264 0
//Cockroach soldier spawned by andreas
7160 - 3155 4269 0
//Cockroach soldier spawned by andreas
7160 - 3161 4277 0
3259 - 3079 3444 0
//Barbarian spawned by andreas
3258 - 3076 3441 0
//Barbarian spawned by andreas
3257 - 3079 3438 0
//Barbarian spawned by andreas
3256 - 3079 3443 0
//Barbarian spawned by andreas
3252 - 3076 3419 0
//Barbarian spawned by andreas
3255 - 3082 3440 0
//Barbarian spawned by andreas
3260 - 3077 3419 0
//Barbarian spawned by andreas
3260 - 3080 3423 0
//Barbarian spawned by andreas
3260 - 3085 3421 0
//Barbarian spawned by andreas
3246 - 3083 3417 0
//Barbarian spawned by andreas
3246 - 3082 3414 0
//Barbarian spawned by andreas
//Barbarian spawned by andreas
3259 - 3082 3443 0
//Haakon the Champion spawned by andreas
3090 - 3082 3443 0
//Grand Exchange clerk spawned by andreas
2593 - 3147 3504 0
//Oziach spawned by andreas
747 - 3068 3516 0
//Chicken spawned by andreas
41 - 3197 3358 0
//Chicken spawned by andreas
41 - 3196 3356 0
//Chicken spawned by andreas
41 - 3196 3353 0
//Chicken spawned by andreas
1017 - 3196 3355 0
//Chicken spawned by andreas
1017 - 3198 3358 0
//Chicken spawned by andreas
1017 - 3198 3355 0
//Lesser demon spawned by andreas
82 - 3014 3852 0
//Goblin spawned by andreas
4408 - 1861 5229 0
//Goblin spawned by andreas
4408 - 1858 5223 0
//Goblin spawned by andreas
4408 - 1862 5217 0
//Goblin spawned by andreas
4408 - 1865 5222 0
//Goblin spawned by andreas
4408 - 1861 5225 0
//Goblin spawned by andreas
4408 - 1860 5214 0
//Goblin spawned by andreas
4411 - 1860 5203 0
//Goblin spawned by andreas
4411 - 1862 5201 0
//Goblin spawned by andreas
4411 - 1865 5204 0
//Goblin spawned by andreas
4411 - 1862 5205 0
//Goblin spawned by andreas
4411 - 1862 5202 0
4404 - 1861 5192 0
//Minotaur spawned by andreas
4404 - 1864 5190 0
//Minotaur spawned by andreas
4404 - 1868 5190 0
//Minotaur spawned by andreas
4404 - 1876 5188 0
//Minotaur spawned by andreas
4404 - 1871 5191 0
//Minotaur spawned by andreas
4404 - 1868 5188 0
//Minotaur spawned by andreas
4404 - 1898 5195 0
//Minotaur spawned by andreas
4404 - 1900 5198 0
//Minotaur spawned by andreas
4404 - 1903 5193 0
//Minotaur spawned by andreas
4404 - 1895 5191 0
//Minotaur spawned by andreas
//Minotaur spawned by andreas
4406 - 1894 5197 0
//Minotaur spawned by andreas
4406 - 1897 5197 0
//Minotaur spawned by andreas
4406 - 1898 5193 0
//Minotaur spawned by andreas
4406 - 1899 5189 0
//Minotaur spawned by andreas
4406 - 1902 5203 0
//Wolf spawned by andreas
142 - 1884 5192 0
//Wolf spawned by andreas
142 - 1886 5189 0
//Wolf spawned by andreas
142 - 1890 5187 0
//Wolf spawned by andreas
142 - 1892 5192 0
//Goblin spawned by andreas
4408 - 1886 5205 0
//Goblin spawned by andreas
4408 - 1890 5205 0
//Goblin spawned by andreas
4408 - 1880 5199 0
//Goblin spawned by andreas
4408 - 1875 5201 0
//Goblin spawned by andreas
4408 - 1876 5198 0
//Goblin spawned by andreas
4408 - 1884 5206 0
//Wolf spawned by andreas
142 - 1890 5215 0
//Wolf spawned by andreas
142 - 1891 5218 0
//Wolf spawned by andreas
142 - 1890 5224 0
//Wolf spawned by andreas
142 - 1893 5226 0
//Goblin spawned by andreas
4408 - 1896 5233 0
//Goblin spawned by andreas
4408 - 1894 5236 0
//Goblin spawned by andreas
4408 - 1894 5240 0
//Goblin spawned by andreas
4411 - 1896 5243 0
//Goblin spawned by andreas
4411 - 1900 5242 0
//Goblin spawned by andreas
4411 - 1890 5243 0
//Minotaur spawned by andreas
4404 - 1877 5218 0
//Minotaur spawned by andreas
4404 - 1879 5220 0
//Minotaur spawned by andreas
4404 - 1874 5216 0
//Minotaur spawned by andreas
4404 - 1874 5211 0
//Minotaur spawned by andreas
4406 - 1873 5213 0
//Minotaur spawned by andreas
4406 - 1879 5216 0
//Minotaur spawned by andreas
4406 - 1875 5219 0
//Wolf spawned by andreas
142 - 1872 5229 0
//Wolf spawned by andreas
142 - 1870 5226 0
//Wolf spawned by andreas
142 - 1873 5233 0
//Minotaur spawned by andreas
4404 - 1871 5236 0
//Minotaur spawned by andreas
4404 - 1872 5240 0
//Minotaur spawned by andreas
4404 - 1872 5242 0
//Minotaur spawned by andreas
4404 - 1875 5240 0
//Goblin spawned by andreas
4408 - 1911 5236 0
//Goblin spawned by andreas
4411 - 1913 5239 0
//Goblin spawned by andreas
4408 - 1913 5242 0
//Goblin spawned by andreas
4411 - 1910 5243 0
//Flesh Crawler spawned by andreas
4389 - 2027 5235 0
//Flesh Crawler spawned by andreas
4389 - 2029 5232 0
//Flesh Crawler spawned by andreas
4389 - 2030 5235 0
//Flesh Crawler spawned by andreas
4389 - 2031 5231 0
//Zombie spawned by andreas
4392 - 2031 5235 0
//Zombie spawned by andreas
4392 - 2034 5231 0
//Zombie spawned by andreas
4392 - 2031 5231 0
//Zombie spawned by andreas
4392 - 2033 5239 0
//Flesh Crawler spawned by andreas
4389 - 2043 5226 0
//Flesh Crawler spawned by andreas
4389 - 2042 5233 0
//Flesh Crawler spawned by andreas
4389 - 2044 5235 0
//Flesh Crawler spawned by andreas
4389 - 2045 5223 0
//Zombie spawned by andreas
4393 - 2042 5217 0
//Zombie spawned by andreas
4393 - 2043 5214 0
//Zombie spawned by andreas
4393 - 2039 5214 0
//Zombie spawned by andreas
4393 - 2041 5216 0
//Zombie spawned by andreas
4393 - 2041 5218 0
//Zombie spawned by andreas
4393 - 2038 5215 0
//Flesh Crawler spawned by andreas
4391 - 2044 5191 0
//Flesh Crawler spawned by andreas
4391 - 2043 5188 0
//Flesh Crawler spawned by andreas
4391 - 2041 5188 0
//Flesh Crawler spawned by andreas
4391 - 2039 5192 0
//Flesh Crawler spawned by andreas
4391 - 2039 5186 0
//Flesh Crawler spawned by andreas
4391 - 2044 5187 0
//Flesh Crawler spawned by andreas
4391 - 2045 5193 0
//Zombie spawned by andreas
4394 - 2025 5187 0
//Zombie spawned by andreas
4394 - 2026 5190 0
//Zombie spawned by andreas
4394 - 2016 5186 0
//Zombie spawned by andreas
4394 - 2014 5191 0
//Zombie spawned by andreas
4394 - 2009 5188 0
//Zombie spawned by andreas
4394 - 2016 5194 0
//Zombie spawned by andreas
4394 - 2016 5190 0
//Flesh Crawler spawned by andreas
4390 - 2013 5237 0
//Flesh Crawler spawned by andreas
4390 - 2016 5236 0
//Flesh Crawler spawned by andreas
4390 - 2020 5237 0
//Flesh Crawler spawned by andreas
4391 - 1991 5241 0
//Flesh Crawler spawned by andreas
4391 - 1988 5238 0
//Flesh Crawler spawned by andreas
4391 - 1990 5233 0
//Zombie spawned by andreas
4393 - 1994 5234 0
//Zombie spawned by andreas
4393 - 1994 5238 0
//Zombie spawned by andreas
4393 - 1994 5241 0
//Zombie spawned by andreas
4393 - 1991 5238 0
//Zombie spawned by andreas
4394 - 2002 5217 0
//Zombie spawned by andreas
4394 - 2004 5219 0
//Zombie spawned by andreas
4394 - 2005 5224 0
//Zombie spawned by andreas
4394 - 2006 5228 0
//Zombie spawned by andreas
4392 - 2003 5205 0
//Zombie spawned by andreas
4392 - 2007 5205 0
//Zombie spawned by andreas
4392 - 2008 5201 0
//Zombie spawned by andreas
4392 - 2005 5201 0
//Flesh Crawler spawned by andreas
4389 - 2004 5198 0
//Flesh Crawler spawned by andreas
4389 - 2009 5205 0
//Flesh Crawler spawned by andreas
4389 - 2007 5205 0
//Flesh Crawler spawned by andreas
4389 - 2003 5206 0
//Zombie spawned by andreas
4394 - 1988 5188 0
//Zombie spawned by andreas
4394 - 1992 5189 0
//Zombie spawned by andreas
4394 - 1990 5191 0
//Zombie spawned by andreas
4394 - 1993 5191 0
//Zombie spawned by andreas
4394 - 1997 5190 0
//Zombie spawned by andreas
4394 - 2001 5187 0
//Giant spider spawned by andreas
4400 - 2124 5269 0
//Giant spider spawned by andreas
4400 - 2126 5273 0
//Giant spider spawned by andreas
4400 - 2127 5271 0
//Giant spider spawned by andreas
4400 - 2128 5269 0
//Giant spider spawned by andreas
4400 - 2129 5267 0
//Giant spider spawned by andreas
4400 - 2133 5263 0
//Giant spider spawned by andreas
4400 - 2133 5264 0
//Giant spider spawned by andreas
4400 - 2131 5273 0
//Giant spider spawned by andreas
4400 - 2133 5273 0
//Giant spider spawned by andreas
4400 - 2124 5275 0
//Giant spider spawned by andreas
4400 - 2120 5276 0
//Catablepon spawned by andreas
4397 - 2154 5253 0
//Catablepon spawned by andreas
4397 - 2152 5251 0
//Catablepon spawned by andreas
4397 - 2149 5252 0
//Catablepon spawned by andreas
//Scorpion spawned by andreas
//Spider spawned by andreas
4401 - 2146 5262 0
//Spider spawned by andreas
4401 - 2144 5263 0
//Spider spawned by andreas
4401 - 2142 5263 0
//Spider spawned by andreas
4401 - 2148 5264 0
//Spider spawned by andreas
4401 - 2150 5264 0
//Scorpion spawned by andreas
//Scorpion spawned by andreas
//Scorpion spawned by andreas
//Scorpion spawned by andreas
//Spider spawned by andreas
4401 - 2165 5254 0
//Spider spawned by andreas
4401 - 2168 5252 0
//Spider spawned by andreas
4401 - 2170 5254 0
//Spider spawned by andreas
4401 - 2168 5255 0
//Spider spawned by andreas
4401 - 2167 5257 0
//Giant spider spawned by andreas
4400 - 2154 5273 0
//Giant spider spawned by andreas
4400 - 2156 5272 0
